32,closed,Ginfung,1428441068.0,[],-1,1428441074.0
31,closed,Ginfung,1428371918.0,"['2.Report', '3.bug']",-1,1428459030.0
30,closed,Ginfung,1428289945.0,['5.enhancement'],1427342400.0,1428289967.0
29,closed,Ginfung,1428284272.0,"['2.Report', '8.paper reference']",-1,1428289967.0
28,closed,Ginfung,1427169864.0,"['2.Report', '5.enhancement']",1427342400.0,1428289967.0
27,closed,Ginfung,1427169739.0,"['6.help wanted', '9.question']",1427342400.0,1428284204.0
26,closed,Ginfung,1426710253.0,['3.bug'],1427342400.0,1426887543.0
25,closed,Ginfung,1426704181.0,['5.enhancement'],1427342400.0,1427169910.0
24,closed,Ginfung,1426604863.0,['9.question'],-1,1428284204.0
23,closed,Ginfung,1426604330.0,['5.enhancement'],1426651200.0,1427169910.0
22,closed,Ginfung,1426518923.0,"['6.help wanted', '9.question']",1427342400.0,1428284204.0
21,closed,Ginfung,1426518849.0,['5.enhancement'],-1,1427169909.0
20,closed,Ginfung,1426470697.0,"['1.Attempt', '5.enhancement']",-1,1427169909.0
19,closed,Ginfung,1426388365.0,['8.paper reference'],1427342400.0,1427169909.0
18,closed,Ginfung,1426374906.0,"['6.help wanted', '9.question']",1426651200.0,1428284204.0
17,closed,Ginfung,1426374687.0,"['3.bug', '5.enhancement']",-1,1428284204.0
16,closed,Ginfung,1426364611.0,[],-1,1426364647.0
15,closed,Ginfung,1425479950.0,[],-1,1427169909.0
14,closed,Ginfung,1425479815.0,"['1.Attempt', '8.paper reference']",-1,1428284204.0
13,closed,Ginfung,1425361059.0,['2.Report'],-1,1427169909.0
12,open,Ginfung,1425360862.0,['6.help wanted'],-1,1425360862.0
11,closed,Ginfung,1425329537.0,"['1.Attempt', '9.question']",-1,1428284204.0
10,closed,Ginfung,1425268607.0,['5.enhancement'],-1,1427169909.0
9,closed,Ginfung,1425250137.0,['2.Report'],-1,1426364305.0
8,closed,Ginfung,1425250053.0,['5.enhancement'],-1,1426364305.0
7,closed,Ginfung,1424799947.0,"['5.enhancement', '8.paper reference']",1427342400.0,1426364305.0
6,closed,Ginfung,1424799816.0,"['10.wontfix', '6.help wanted', '9.question']",-1,1427169909.0
5,closed,Ginfung,1424727346.0,"['5.enhancement', '8.paper reference']",1424235600.0,1426364305.0
4,closed,Ginfung,1424280498.0,['5.enhancement'],-1,1426364305.0
3,closed,Ginfung,1424278953.0,['5.enhancement'],1424235600.0,1426364305.0
2,closed,Ginfung,1424112639.0,"['6.help wanted', '9.question']",-1,1426364305.0
